filename,sample_bucket,category,package,take_actor,actor_height_cm,actor_gender,move_duration_frames,duration_s,content_body_position,content_type_of_movement,content_uniform_style,is_mirror,move_soma_uniform_path,move_g1_path
itching_left_arm_003__A030_M,bulk,Gestures,Communication,A030,176,F,423,3.525,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_arm_003__A030_M.bvh,g1/csv/220720/itching_left_arm_003__A030_M.csv
itching_left_arm_003__A031_M,bulk,Gestures,Communication,A031,192,M,445,3.7083333333333335,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_arm_003__A031_M.bvh,g1/csv/220720/itching_left_arm_003__A031_M.csv
itching_left_arm_003__A037_M,bulk,Gestures,Communication,A037,155,F,480,4.0,standing,action,neutral,True,soma_uniform/bvh/220727/itching_left_arm_003__A037_M.bvh,g1/csv/220727/itching_left_arm_003__A037_M.csv
itching_left_arm_003__A044,bulk,Gestures,Communication,A044,167,M,446,3.716666666666667,standing,action,neutral,False,soma_uniform/bvh/220728/itching_left_arm_003__A044.bvh,g1/csv/220728/itching_left_arm_003__A044.csv
itching_left_arm_R_001__A047,bulk,Gestures,Communication,A047,189,M,611,5.091666666666667,standing,action,neutral,False,soma_uniform/bvh/221010/itching_left_arm_R_001__A047.bvh,g1/csv/221010/itching_left_arm_R_001__A047.csv
itching_left_arm_R_001__A051_M,bulk,Gestures,Communication,A051,189,M,555,4.625,standing,action,neutral,True,soma_uniform/bvh/221011/itching_left_arm_R_001__A051_M.bvh,g1/csv/221011/itching_left_arm_R_001__A051_M.csv
itching_left_arm_R_001__A059_M,bulk,Gestures,Communication,A059,183,F,444,3.7,standing,action,neutral,True,soma_uniform/bvh/221115/itching_left_arm_R_001__A059_M.bvh,g1/csv/221115/itching_left_arm_R_001__A059_M.csv
itching_left_arm_R_001__A120,bulk,Gestures,Communication,A120,183,M,449,3.7416666666666667,standing,action,neutral,False,soma_uniform/bvh/230118/itching_left_arm_R_001__A120.bvh,g1/csv/230118/itching_left_arm_R_001__A120.csv
itching_left_arm_R_001__A121,bulk,Gestures,Communication,A121,169,F,530,4.416666666666667,standing,action,neutral,False,soma_uniform/bvh/230118/itching_left_arm_R_001__A121.bvh,g1/csv/230118/itching_left_arm_R_001__A121.csv
itching_left_arm_R_002__A118,bulk,Gestures,Communication,A118,168,F,379,3.158333333333333,standing,action,neutral,False,soma_uniform/bvh/230112/itching_left_arm_R_002__A118.bvh,g1/csv/230112/itching_left_arm_R_002__A118.csv
itching_left_arm_R_002__A121_M,bulk,Gestures,Communication,A121,169,F,535,4.458333333333333,standing,action,neutral,True,soma_uniform/bvh/230118/itching_left_arm_R_002__A121_M.bvh,g1/csv/230118/itching_left_arm_R_002__A121_M.csv
itching_left_arm_R_002__A238_M,bulk,Gestures,Communication,A238,183,M,428,3.566666666666667,standing,action,neutral,True,soma_uniform/bvh/230302/itching_left_arm_R_002__A238_M.bvh,g1/csv/230302/itching_left_arm_R_002__A238_M.csv
itching_left_arm_R_003__A123_M,bulk,Gestures,Communication,A123,188,M,540,4.5,standing,action,neutral,True,soma_uniform/bvh/230118/itching_left_arm_R_003__A123_M.bvh,g1/csv/230118/itching_left_arm_R_003__A123_M.csv
itching_left_arm_R_003__A271,bulk,Gestures,Communication,A271,183,M,306,2.55,standing,action,neutral,False,soma_uniform/bvh/230314/itching_left_arm_R_003__A271.bvh,g1/csv/230314/itching_left_arm_R_003__A271.csv
itching_left_arm_R_006__A100_M,bulk,Gestures,Communication,A100,188,M,449,3.7416666666666667,standing,action,neutral,True,soma_uniform/bvh/230103/itching_left_arm_R_006__A100_M.bvh,g1/csv/230103/itching_left_arm_R_006__A100_M.csv
itching_left_body_side_001__A033_M,bulk,Gestures,Communication,A033,160,M,395,3.2916666666666665,standing,action,neutral,True,soma_uniform/bvh/220721/itching_left_body_side_001__A033_M.bvh,g1/csv/220721/itching_left_body_side_001__A033_M.csv
itching_left_body_side_001__A042,bulk,Gestures,Communication,A042,178,F,452,3.7666666666666666,standing,action,neutral,False,soma_uniform/bvh/220728/itching_left_body_side_001__A042.bvh,g1/csv/220728/itching_left_body_side_001__A042.csv
itching_left_body_side_002__A035,bulk,Gestures,Communication,A035,198,M,315,2.625,standing,action,neutral,False,soma_uniform/bvh/220721/itching_left_body_side_002__A035.bvh,g1/csv/220721/itching_left_body_side_002__A035.csv
itching_left_body_side_003__A029,bulk,Gestures,Communication,A029,155,F,560,4.666666666666667,standing,action,neutral,False,soma_uniform/bvh/220720/itching_left_body_side_003__A029.bvh,g1/csv/220720/itching_left_body_side_003__A029.csv
itching_left_body_side_003__A044,bulk,Gestures,Communication,A044,167,M,682,5.683333333333334,standing,action,neutral,False,soma_uniform/bvh/220728/itching_left_body_side_003__A044.bvh,g1/csv/220728/itching_left_body_side_003__A044.csv
itching_left_body_side_004__A030,bulk,Gestures,Communication,A030,176,F,1173,9.775,standing,action,neutral,False,soma_uniform/bvh/220720/itching_left_body_side_004__A030.bvh,g1/csv/220720/itching_left_body_side_004__A030.csv
itching_left_body_side_R_001__A050,bulk,Gestures,Communication,A050,182,F,506,4.216666666666667,standing,action,neutral,False,soma_uniform/bvh/221011/itching_left_body_side_R_001__A050.bvh,g1/csv/221011/itching_left_body_side_R_001__A050.csv
itching_left_body_side_R_001__A051,bulk,Gestures,Communication,A051,189,M,422,3.5166666666666666,standing,action,neutral,False,soma_uniform/bvh/221011/itching_left_body_side_R_001__A051.bvh,g1/csv/221011/itching_left_body_side_R_001__A051.csv
itching_left_body_side_R_001__A051_M,bulk,Gestures,Communication,A051,189,M,422,3.5166666666666666,standing,action,neutral,True,soma_uniform/bvh/221011/itching_left_body_side_R_001__A051_M.bvh,g1/csv/221011/itching_left_body_side_R_001__A051_M.csv
itching_left_body_side_R_001__A069,bulk,Gestures,Communication,A069,162,M,391,3.2583333333333333,standing,action,neutral,False,soma_uniform/bvh/221118/itching_left_body_side_R_001__A069.bvh,g1/csv/221118/itching_left_body_side_R_001__A069.csv
itching_left_body_side_R_001__A099,bulk,Gestures,Communication,A099,171,M,383,3.191666666666667,standing,action,neutral,False,soma_uniform/bvh/230103/itching_left_body_side_R_001__A099.bvh,g1/csv/230103/itching_left_body_side_R_001__A099.csv
itching_left_body_side_R_001__A237_M,bulk,Gestures,Communication,A237,187,M,316,2.6333333333333333,standing,action,neutral,True,soma_uniform/bvh/230302/itching_left_body_side_R_001__A237_M.bvh,g1/csv/230302/itching_left_body_side_R_001__A237_M.csv
itching_left_body_side_R_001__A271,bulk,Gestures,Communication,A271,183,M,795,6.625,standing,action,neutral,False,soma_uniform/bvh/230314/itching_left_body_side_R_001__A271.bvh,g1/csv/230314/itching_left_body_side_R_001__A271.csv
itching_left_body_side_R_002__A060,bulk,Gestures,Communication,A060,192,M,457,3.808333333333333,standing,action,neutral,False,soma_uniform/bvh/221115/itching_left_body_side_R_002__A060.bvh,g1/csv/221115/itching_left_body_side_R_002__A060.csv
itching_left_body_side_R_002__A060_M,bulk,Gestures,Communication,A060,192,M,457,3.808333333333333,standing,action,neutral,True,soma_uniform/bvh/221115/itching_left_body_side_R_002__A060_M.bvh,g1/csv/221115/itching_left_body_side_R_002__A060_M.csv
itching_left_body_side_R_002__A100_M,bulk,Gestures,Communication,A100,188,M,615,5.125,standing,action,neutral,True,soma_uniform/bvh/230103/itching_left_body_side_R_002__A100_M.bvh,g1/csv/230103/itching_left_body_side_R_002__A100_M.csv
itching_left_body_side_R_002__A259_M,bulk,Gestures,Communication,A259,174,M,484,4.033333333333333,standing,action,neutral,True,soma_uniform/bvh/230309/itching_left_body_side_R_002__A259_M.bvh,g1/csv/230309/itching_left_body_side_R_002__A259_M.csv
itching_left_body_side_R_003__A237_M,bulk,Gestures,Communication,A237,187,M,330,2.75,standing,action,neutral,True,soma_uniform/bvh/230302/itching_left_body_side_R_003__A237_M.bvh,g1/csv/230302/itching_left_body_side_R_003__A237_M.csv
itching_left_body_side_R_004__A058_M,bulk,Gestures,Communication,A058,157,F,501,4.175,standing,action,neutral,True,soma_uniform/bvh/221115/itching_left_body_side_R_004__A058_M.bvh,g1/csv/221115/itching_left_body_side_R_004__A058_M.csv
itching_left_body_side_R_004__A062_M,bulk,Gestures,Communication,A062,180,F,399,3.325,standing,action,neutral,True,soma_uniform/bvh/221116/itching_left_body_side_R_004__A062_M.bvh,g1/csv/221116/itching_left_body_side_R_004__A062_M.csv
itching_left_body_side_R_004__A065,bulk,Gestures,Communication,A065,153,F,477,3.975,standing,action,neutral,False,soma_uniform/bvh/221117/itching_left_body_side_R_004__A065.bvh,g1/csv/221117/itching_left_body_side_R_004__A065.csv
itching_left_body_side_R_004__A068,bulk,Gestures,Communication,A068,164,M,447,3.725,standing,action,neutral,False,soma_uniform/bvh/221117/itching_left_body_side_R_004__A068.bvh,g1/csv/221117/itching_left_body_side_R_004__A068.csv
itching_left_body_side_R_004__A121,bulk,Gestures,Communication,A121,169,F,577,4.808333333333334,standing,action,neutral,False,soma_uniform/bvh/230118/itching_left_body_side_R_004__A121.bvh,g1/csv/230118/itching_left_body_side_R_004__A121.csv
itching_left_body_side_R_004__A124,bulk,Gestures,Communication,A124,175,F,446,3.716666666666667,standing,action,neutral,False,soma_uniform/bvh/230118/itching_left_body_side_R_004__A124.bvh,g1/csv/230118/itching_left_body_side_R_004__A124.csv
itching_left_buttock_001__A029_M,bulk,Gestures,Communication,A029,155,F,436,3.6333333333333333,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_buttock_001__A029_M.bvh,g1/csv/220720/itching_left_buttock_001__A029_M.csv
itching_left_buttock_001__A040_M,bulk,Gestures,Communication,A040,164,M,749,6.241666666666666,standing,action,neutral,True,soma_uniform/bvh/220727/itching_left_buttock_001__A040_M.bvh,g1/csv/220727/itching_left_buttock_001__A040_M.csv
itching_left_buttock_001__A042_M,bulk,Gestures,Communication,A042,178,F,1049,8.741666666666667,standing,action,neutral,True,soma_uniform/bvh/220728/itching_left_buttock_001__A042_M.bvh,g1/csv/220728/itching_left_buttock_001__A042_M.csv
itching_left_buttock_002__A031_M,bulk,Gestures,Communication,A031,192,M,483,4.025,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_buttock_002__A031_M.bvh,g1/csv/220720/itching_left_buttock_002__A031_M.csv
itching_left_buttock_002__A033_M,bulk,Gestures,Communication,A033,160,M,422,3.5166666666666666,standing,action,neutral,True,soma_uniform/bvh/220721/itching_left_buttock_002__A033_M.bvh,g1/csv/220721/itching_left_buttock_002__A033_M.csv
itching_left_buttock_002__A035,bulk,Gestures,Communication,A035,198,M,308,2.566666666666667,standing,action,neutral,False,soma_uniform/bvh/220721/itching_left_buttock_002__A035.bvh,g1/csv/220721/itching_left_buttock_002__A035.csv
itching_left_buttock_002__A038_M,bulk,Gestures,Communication,A038,178,F,285,2.375,standing,action,neutral,True,soma_uniform/bvh/220727/itching_left_buttock_002__A038_M.bvh,g1/csv/220727/itching_left_buttock_002__A038_M.csv
itching_left_buttock_002__A039,bulk,Gestures,Communication,A039,188,M,317,2.6416666666666666,standing,action,neutral,False,soma_uniform/bvh/220727/itching_left_buttock_002__A039.bvh,g1/csv/220727/itching_left_buttock_002__A039.csv
itching_left_buttock_002__A039_M,bulk,Gestures,Communication,A039,188,M,317,2.6416666666666666,standing,action,neutral,True,soma_uniform/bvh/220727/itching_left_buttock_002__A039_M.bvh,g1/csv/220727/itching_left_buttock_002__A039_M.csv
itching_left_buttock_003__A030_M,bulk,Gestures,Communication,A030,176,F,441,3.675,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_buttock_003__A030_M.bvh,g1/csv/220720/itching_left_buttock_003__A030_M.csv
itching_left_buttock_003__A040_M,bulk,Gestures,Communication,A040,164,M,338,2.816666666666667,standing,action,neutral,True,soma_uniform/bvh/220727/itching_left_buttock_003__A040_M.bvh,g1/csv/220727/itching_left_buttock_003__A040_M.csv
itching_left_buttock_003__A044,bulk,Gestures,Communication,A044,167,M,383,3.191666666666667,standing,action,neutral,False,soma_uniform/bvh/220728/itching_left_buttock_003__A044.bvh,g1/csv/220728/itching_left_buttock_003__A044.csv
itching_left_buttock_004__A030_M,bulk,Gestures,Communication,A030,176,F,660,5.5,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_buttock_004__A030_M.bvh,g1/csv/220720/itching_left_buttock_004__A030_M.csv
itching_left_calf_001__A029,bulk,Gestures,Communication,A029,155,F,494,4.116666666666666,standing,action,neutral,False,soma_uniform/bvh/220720/itching_left_calf_001__A029.bvh,g1/csv/220720/itching_left_calf_001__A029.csv
itching_left_calf_001__A033,bulk,Gestures,Communication,A033,160,M,294,2.45,standing,action,neutral,False,soma_uniform/bvh/220721/itching_left_calf_001__A033.bvh,g1/csv/220721/itching_left_calf_001__A033.csv
itching_left_calf_001__A038,bulk,Gestures,Communication,A038,178,F,406,3.3833333333333333,standing,action,neutral,False,soma_uniform/bvh/220727/itching_left_calf_001__A038.bvh,g1/csv/220727/itching_left_calf_001__A038.csv
itching_left_calf_001__A042,bulk,Gestures,Communication,A042,178,F,381,3.175,standing,action,neutral,False,soma_uniform/bvh/220728/itching_left_calf_001__A042.bvh,g1/csv/220728/itching_left_calf_001__A042.csv
itching_left_calf_002__A032,bulk,Gestures,Communication,A032,166,M,521,4.341666666666667,standing,action,neutral,False,soma_uniform/bvh/220720/itching_left_calf_002__A032.bvh,g1/csv/220720/itching_left_calf_002__A032.csv
itching_left_calf_002__A041_M,bulk,Gestures,Communication,A041,157,F,406,3.3833333333333333,standing,action,neutral,True,soma_uniform/bvh/220728/itching_left_calf_002__A041_M.bvh,g1/csv/220728/itching_left_calf_002__A041_M.csv
itching_left_calf_002__A042,bulk,Gestures,Communication,A042,178,F,487,4.058333333333334,standing,action,neutral,False,soma_uniform/bvh/220728/itching_left_calf_002__A042.bvh,g1/csv/220728/itching_left_calf_002__A042.csv
itching_left_calf_002__A043_M,bulk,Gestures,Communication,A043,190,M,367,3.058333333333333,standing,action,neutral,True,soma_uniform/bvh/220728/itching_left_calf_002__A043_M.bvh,g1/csv/220728/itching_left_calf_002__A043_M.csv
itching_left_calf_003__A031,bulk,Gestures,Communication,A031,192,M,441,3.675,standing,action,neutral,False,soma_uniform/bvh/220720/itching_left_calf_003__A031.bvh,g1/csv/220720/itching_left_calf_003__A031.csv
itching_left_calf_003__A032_M,bulk,Gestures,Communication,A032,166,M,449,3.7416666666666667,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_calf_003__A032_M.bvh,g1/csv/220720/itching_left_calf_003__A032_M.csv
itching_left_calf_003__A039_M,bulk,Gestures,Communication,A039,188,M,928,7.733333333333333,standing,action,neutral,True,soma_uniform/bvh/220727/itching_left_calf_003__A039_M.bvh,g1/csv/220727/itching_left_calf_003__A039_M.csv
itching_left_forarm_001__A030_M,bulk,Gestures,Communication,A030,176,F,799,6.658333333333333,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_forarm_001__A030_M.bvh,g1/csv/220720/itching_left_forarm_001__A030_M.csv
itching_left_forarm_001__A036_M,bulk,Gestures,Communication,A036,150,F,684,5.7,standing,action,neutral,True,soma_uniform/bvh/220721/itching_left_forarm_001__A036_M.bvh,g1/csv/220721/itching_left_forarm_001__A036_M.csv
itching_left_forarm_001__A040_M,bulk,Gestures,Communication,A040,164,M,393,3.275,standing,action,neutral,True,soma_uniform/bvh/220727/itching_left_forarm_001__A040_M.bvh,g1/csv/220727/itching_left_forarm_001__A040_M.csv
itching_left_forarm_002__A038,bulk,Gestures,Communication,A038,178,F,664,5.533333333333333,standing,action,neutral,False,soma_uniform/bvh/220727/itching_left_forarm_002__A038.bvh,g1/csv/220727/itching_left_forarm_002__A038.csv
itching_left_forarm_002__A043_M,bulk,Gestures,Communication,A043,190,M,484,4.033333333333333,standing,action,neutral,True,soma_uniform/bvh/220728/itching_left_forarm_002__A043_M.bvh,g1/csv/220728/itching_left_forarm_002__A043_M.csv
itching_left_forarm_003__A030_M,bulk,Gestures,Communication,A030,176,F,420,3.5,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_forarm_003__A030_M.bvh,g1/csv/220720/itching_left_forarm_003__A030_M.csv
itching_left_forarm_003__A033,bulk,Gestures,Communication,A033,160,M,258,2.15,standing,action,neutral,False,soma_uniform/bvh/220721/itching_left_forarm_003__A033.bvh,g1/csv/220721/itching_left_forarm_003__A033.csv
itching_left_forarm_003__A040_M,bulk,Gestures,Communication,A040,164,M,944,7.866666666666666,standing,action,neutral,True,soma_uniform/bvh/220727/itching_left_forarm_003__A040_M.bvh,g1/csv/220727/itching_left_forarm_003__A040_M.csv
itching_left_forarm_004__A029,bulk,Gestures,Communication,A029,155,F,464,3.8666666666666667,standing,action,neutral,False,soma_uniform/bvh/220720/itching_left_forarm_004__A029.bvh,g1/csv/220720/itching_left_forarm_004__A029.csv
itching_left_forarm_004__A032_M,bulk,Gestures,Communication,A032,166,M,371,3.091666666666667,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_forarm_004__A032_M.bvh,g1/csv/220720/itching_left_forarm_004__A032_M.csv
itching_left_forarm_004__A044_M,bulk,Gestures,Communication,A044,167,M,419,3.4916666666666667,standing,action,neutral,True,soma_uniform/bvh/220728/itching_left_forarm_004__A044_M.bvh,g1/csv/220728/itching_left_forarm_004__A044_M.csv
itching_left_forearm_R_001__A053,bulk,Gestures,Communication,A053,151,F,637,5.308333333333334,standing,action,neutral,False,soma_uniform/bvh/221012/itching_left_forearm_R_001__A053.bvh,g1/csv/221012/itching_left_forearm_R_001__A053.csv
itching_left_forearm_R_001__A065_M,bulk,Gestures,Communication,A065,153,F,422,3.5166666666666666,standing,action,neutral,True,soma_uniform/bvh/221117/itching_left_forearm_R_001__A065_M.bvh,g1/csv/221117/itching_left_forearm_R_001__A065_M.csv
itching_left_forearm_R_001__A067_M,bulk,Gestures,Communication,A067,190,M,335,2.7916666666666665,standing,action,neutral,True,soma_uniform/bvh/221117/itching_left_forearm_R_001__A067_M.bvh,g1/csv/221117/itching_left_forearm_R_001__A067_M.csv
itching_left_forearm_R_001__A071,bulk,Gestures,Communication,A071,159,F,460,3.8333333333333335,standing,action,neutral,False,soma_uniform/bvh/221118/itching_left_forearm_R_001__A071.bvh,g1/csv/221118/itching_left_forearm_R_001__A071.csv
itching_left_forearm_R_001__A120,bulk,Gestures,Communication,A120,183,M,383,3.191666666666667,standing,action,neutral,False,soma_uniform/bvh/230118/itching_left_forearm_R_001__A120.bvh,g1/csv/230118/itching_left_forearm_R_001__A120.csv
itching_left_forearm_R_001__A123,bulk,Gestures,Communication,A123,188,M,643,5.358333333333333,standing,action,neutral,False,soma_uniform/bvh/230118/itching_left_forearm_R_001__A123.bvh,g1/csv/230118/itching_left_forearm_R_001__A123.csv
itching_left_forearm_R_001__A124_M,bulk,Gestures,Communication,A124,175,F,646,5.383333333333334,standing,action,neutral,True,soma_uniform/bvh/230118/itching_left_forearm_R_001__A124_M.bvh,g1/csv/230118/itching_left_forearm_R_001__A124_M.csv
itching_left_forearm_R_002__A100,bulk,Gestures,Communication,A100,188,M,427,3.558333333333333,standing,action,neutral,False,soma_uniform/bvh/230103/itching_left_forearm_R_002__A100.bvh,g1/csv/230103/itching_left_forearm_R_002__A100.csv
itching_left_forearm_R_002__A122_M,bulk,Gestures,Communication,A122,177,M,481,4.008333333333334,standing,action,neutral,True,soma_uniform/bvh/230118/itching_left_forearm_R_002__A122_M.bvh,g1/csv/230118/itching_left_forearm_R_002__A122_M.csv
itching_left_forearm_R_002__A261_M,bulk,Gestures,Communication,A261,168,F,589,4.908333333333333,standing,action,neutral,True,soma_uniform/bvh/230309/itching_left_forearm_R_002__A261_M.bvh,g1/csv/230309/itching_left_forearm_R_002__A261_M.csv
itching_left_forearm_R_002__A270_M,bulk,Gestures,Communication,A270,174,M,376,3.1333333333333333,standing,action,neutral,True,soma_uniform/bvh/230314/itching_left_forearm_R_002__A270_M.bvh,g1/csv/230314/itching_left_forearm_R_002__A270_M.csv
itching_left_forearm_R_003__A053,bulk,Gestures,Communication,A053,151,F,437,3.6416666666666666,standing,action,neutral,False,soma_uniform/bvh/221012/itching_left_forearm_R_003__A053.bvh,g1/csv/221012/itching_left_forearm_R_003__A053.csv
itching_left_forearm_R_003__A058_M,bulk,Gestures,Communication,A058,157,F,508,4.233333333333333,standing,action,neutral,True,soma_uniform/bvh/221115/itching_left_forearm_R_003__A058_M.bvh,g1/csv/221115/itching_left_forearm_R_003__A058_M.csv
itching_left_forearm_R_003__A061,bulk,Gestures,Communication,A061,157,M,504,4.2,standing,action,neutral,False,soma_uniform/bvh/221115/itching_left_forearm_R_003__A061.bvh,g1/csv/221115/itching_left_forearm_R_003__A061.csv
itching_left_forearm_R_003__A121,bulk,Gestures,Communication,A121,169,F,671,5.591666666666667,standing,action,neutral,False,soma_uniform/bvh/230118/itching_left_forearm_R_003__A121.bvh,g1/csv/230118/itching_left_forearm_R_003__A121.csv
itching_left_forearm_R_003__A123,bulk,Gestures,Communication,A123,188,M,576,4.8,standing,action,neutral,False,soma_uniform/bvh/230118/itching_left_forearm_R_003__A123.bvh,g1/csv/230118/itching_left_forearm_R_003__A123.csv
itching_left_forearm_R_004__A047_M,bulk,Gestures,Communication,A047,189,M,451,3.7583333333333333,standing,action,neutral,True,soma_uniform/bvh/221010/itching_left_forearm_R_004__A047_M.bvh,g1/csv/221010/itching_left_forearm_R_004__A047_M.csv
itching_left_forearm_R_004__A048,bulk,Gestures,Communication,A048,166,M,580,4.833333333333333,standing,action,neutral,False,soma_uniform/bvh/221010/itching_left_forearm_R_004__A048.bvh,g1/csv/221010/itching_left_forearm_R_004__A048.csv
itching_left_forearm_R_004__A066,bulk,Gestures,Communication,A066,180,F,243,2.025,standing,action,neutral,False,soma_uniform/bvh/221117/itching_left_forearm_R_004__A066.bvh,g1/csv/221117/itching_left_forearm_R_004__A066.csv
itching_left_forearm_R_004__A097,bulk,Gestures,Communication,A097,169,F,357,2.975,standing,action,neutral,False,soma_uniform/bvh/230103/itching_left_forearm_R_004__A097.bvh,g1/csv/230103/itching_left_forearm_R_004__A097.csv
itching_left_forearm_R_004__A272_M,bulk,Gestures,Communication,A272,182,M,355,2.9583333333333335,standing,action,neutral,True,soma_uniform/bvh/230314/itching_left_forearm_R_004__A272_M.bvh,g1/csv/230314/itching_left_forearm_R_004__A272_M.csv
itching_left_thigh_001__A034,bulk,Gestures,Communication,A034,183,F,326,2.716666666666667,standing,action,neutral,False,soma_uniform/bvh/220721/itching_left_thigh_001__A034.bvh,g1/csv/220721/itching_left_thigh_001__A034.csv
itching_left_thigh_001__A034_M,bulk,Gestures,Communication,A034,183,F,326,2.716666666666667,standing,action,neutral,True,soma_uniform/bvh/220721/itching_left_thigh_001__A034_M.bvh,g1/csv/220721/itching_left_thigh_001__A034_M.csv
itching_left_thigh_001__A039,bulk,Gestures,Communication,A039,188,M,277,2.308333333333333,standing,action,neutral,False,soma_uniform/bvh/220727/itching_left_thigh_001__A039.bvh,g1/csv/220727/itching_left_thigh_001__A039.csv
itching_left_thigh_001__A040_M,bulk,Gestures,Communication,A040,164,M,298,2.4833333333333334,standing,action,neutral,True,soma_uniform/bvh/220727/itching_left_thigh_001__A040_M.bvh,g1/csv/220727/itching_left_thigh_001__A040_M.csv
itching_left_thigh_002__A038_M,bulk,Gestures,Communication,A038,178,F,309,2.575,standing,action,neutral,True,soma_uniform/bvh/220727/itching_left_thigh_002__A038_M.bvh,g1/csv/220727/itching_left_thigh_002__A038_M.csv
itching_left_thigh_002__A041_M,bulk,Gestures,Communication,A041,157,F,324,2.7,standing,action,neutral,True,soma_uniform/bvh/220728/itching_left_thigh_002__A041_M.bvh,g1/csv/220728/itching_left_thigh_002__A041_M.csv
itching_left_thigh_002__A043,bulk,Gestures,Communication,A043,190,M,360,3.0,standing,action,neutral,False,soma_uniform/bvh/220728/itching_left_thigh_002__A043.bvh,g1/csv/220728/itching_left_thigh_002__A043.csv
itching_left_thigh_003__A029_M,bulk,Gestures,Communication,A029,155,F,545,4.541666666666667,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_thigh_003__A029_M.bvh,g1/csv/220720/itching_left_thigh_003__A029_M.csv
itching_left_thigh_003__A038_M,bulk,Gestures,Communication,A038,178,F,979,8.158333333333333,standing,action,neutral,True,soma_uniform/bvh/220727/itching_left_thigh_003__A038_M.bvh,g1/csv/220727/itching_left_thigh_003__A038_M.csv
itching_left_thigh_004__A031_M,bulk,Gestures,Communication,A031,192,M,497,4.141666666666667,standing,action,neutral,True,soma_uniform/bvh/220720/itching_left_thigh_004__A031_M.bvh,g1/csv/220720/itching_left_thigh_004__A031_M.csv
itching_neck_001__A031_M,bulk,Gestures,Communication,A031,192,M,719,5.991666666666666,standing,action,neutral,True,soma_uniform/bvh/220720/itching_neck_001__A031_M.bvh,g1/csv/220720/itching_neck_001__A031_M.csv
itching_neck_001__A032_M,bulk,Gestures,Communication,A032,166,M,471,3.925,standing,action,neutral,True,soma_uniform/bvh/220720/itching_neck_001__A032_M.bvh,g1/csv/220720/itching_neck_001__A032_M.csv
itching_neck_001__A037,bulk,Gestures,Communication,A037,155,F,525,4.375,standing,action,neutral,False,soma_uniform/bvh/220727/itching_neck_001__A037.bvh,g1/csv/220727/itching_neck_001__A037.csv
itching_neck_001__A037_M,bulk,Gestures,Communication,A037,155,F,525,4.375,standing,action,neutral,True,soma_uniform/bvh/220727/itching_neck_001__A037_M.bvh,g1/csv/220727/itching_neck_001__A037_M.csv
itching_neck_001__A039,bulk,Gestures,Communication,A039,188,M,294,2.45,standing,action,neutral,False,soma_uniform/bvh/220727/itching_neck_001__A039.bvh,g1/csv/220727/itching_neck_001__A039.csv
itching_neck_002__A031,bulk,Gestures,Communication,A031,192,M,514,4.283333333333333,standing,action,neutral,False,soma_uniform/bvh/220720/itching_neck_002__A031.bvh,g1/csv/220720/itching_neck_002__A031.csv
itching_neck_002__A032_M,bulk,Gestures,Communication,A032,166,M,426,3.55,standing,action,neutral,True,soma_uniform/bvh/220720/itching_neck_002__A032_M.bvh,g1/csv/220720/itching_neck_002__A032_M.csv
itching_neck_002__A037,bulk,Gestures,Communication,A037,155,F,463,3.8583333333333334,standing,action,neutral,False,soma_uniform/bvh/220727/itching_neck_002__A037.bvh,g1/csv/220727/itching_neck_002__A037.csv
itching_neck_003__A031,bulk,Gestures,Communication,A031,192,M,839,6.991666666666666,standing,action,neutral,False,soma_uniform/bvh/220720/itching_neck_003__A031.bvh,g1/csv/220720/itching_neck_003__A031.csv
itching_neck_003__A037_M,bulk,Gestures,Communication,A037,155,F,416,3.466666666666667,standing,action,neutral,True,soma_uniform/bvh/220727/itching_neck_003__A037_M.bvh,g1/csv/220727/itching_neck_003__A037_M.csv
itching_neck_003__A043,bulk,Gestures,Communication,A043,190,M,330,2.75,standing,action,neutral,False,soma_uniform/bvh/220728/itching_neck_003__A043.bvh,g1/csv/220728/itching_neck_003__A043.csv
itching_neck_R_001__A046_M,bulk,Gestures,Communication,A046,181,F,538,4.483333333333333,standing,action,neutral,True,soma_uniform/bvh/221010/itching_neck_R_001__A046_M.bvh,g1/csv/221010/itching_neck_R_001__A046_M.csv
itching_neck_R_001__A052,bulk,Gestures,Communication,A052,169,M,383,3.191666666666667,standing,action,neutral,False,soma_uniform/bvh/221011/itching_neck_R_001__A052.bvh,g1/csv/221011/itching_neck_R_001__A052.csv
itching_neck_R_001__A061_M,bulk,Gestures,Communication,A061,157,M,618,5.15,standing,action,neutral,True,soma_uniform/bvh/221115/itching_neck_R_001__A061_M.bvh,g1/csv/221115/itching_neck_R_001__A061_M.csv
